wilaya_code,wilaya_name,commune_name,zone
15,Tizi Ouzou,Ain-Zaouia,IIa
15,Tizi Ouzou,Ait Aggouacha,III
15,Tizi Ouzou,Ait Bouaddou,III
15,Tizi Ouzou,Ait Bouaddou,IIa
15,Tizi Ouzou,Ait Boumahdi,III
15,Tizi Ouzou,Ait Khellili,III
15,Tizi Ouzou,Ait Khellili,IIb
15,Tizi Ouzou,Ait Yahia Moussa,III
15,Tizi Ouzou,Ait Yahia Moussa,IIa
15,Tizi Ouzou,Ait-Aissa-Mimoun,III
15,Tizi Ouzou,Ait-Aissa-Mimoun,IIb
15,Tizi Ouzou,Ait-Chafaa,III
15,Tizi Ouzou,Ait-Mahmoud,III
15,Tizi Ouzou,Ait-Oumalou,III
15,Tizi Ouzou,Ait-Toudert,III
15,Tizi Ouzou,Ait-Yahia,III
15,Tizi Ouzou,Akbil,III
15,Tizi Ouzou,Akerrou,III
15,Tizi Ouzou,Assi-Youcef,III
15,Tizi Ouzou,Assi-Youcef,IIa
15,Tizi Ouzou,Azazga,III
15,Tizi Ouzou,Azazga,IIb
15,Tizi Ouzou,Azeffoun,III
15,Tizi Ouzou,Beni Zmenzer,III
15,Tizi Ouzou,Beni-Aissi,III
15,Tizi Ouzou,Beni-Douala,III
15,Tizi Ouzou,Beni-Yenni,III
15,Tizi Ouzou,Beni-Zikki,III
15,Tizi Ouzou,Boghni,III
15,Tizi Ouzou,Boghni,IIa
15,Tizi Ouzou,Boudjima,III
15,Tizi Ouzou,Boudjima,IIb
15,Tizi Ouzou,Bounouh,III
15,Tizi Ouzou,Bounouh,IIa
15,Tizi Ouzou,Bouzeguene,III
15,Tizi Ouzou,Draa-Ben-Khedda,III
15,Tizi Ouzou,Draa-El-Mizan,III
15,Tizi Ouzou,Draa-El-Mizan,IIa
15,Tizi Ouzou,Freha,III
15,Tizi Ouzou,Freha,IIb
15,Tizi Ouzou,Frikat,III
15,Tizi Ouzou,Frikat,IIa
15,Tizi Ouzou,Iboudrarene,III
15,Tizi Ouzou,Idjeur,III
15,Tizi Ouzou,Iferhounene,III
15,Tizi Ouzou,Ifigha,III
15,Tizi Ouzou,Ifigha,IIb
15,Tizi Ouzou,Iflissen,III
15,Tizi Ouzou,Iflissen,IIb
15,Tizi Ouzou,Illilten,III
15,Tizi Ouzou,Illoula Oumalou,III
15,Tizi Ouzou,Imsouhal,III
15,Tizi Ouzou,Irdjen,III
15,Tizi Ouzou,Larbaa Nath Irathen,III
15,Tizi Ouzou,M'kira,III
15,Tizi Ouzou,Maatkas,III
15,Tizi Ouzou,Makouda,III
15,Tizi Ouzou,Makouda,IIb
15,Tizi Ouzou,Mechtras,III
15,Tizi Ouzou,Mechtras,IIa
15,Tizi Ouzou,Mekla,III
15,Tizi Ouzou,Mekla,IIb
15,Tizi Ouzou,Mizrana,III
15,Tizi Ouzou,Mizrana,IIb
15,Tizi Ouzou,Ouacif,III
15,Tizi Ouzou,Ouadhias,III
15,Tizi Ouzou,Ouadhias,IIa
15,Tizi Ouzou,Ouaguenoun,III
15,Tizi Ouzou,Ouaguenoun,IIb
15,Tizi Ouzou,Sidi Namane,III
15,Tizi Ouzou,Souama,III
15,Tizi Ouzou,Souama,IIb
15,Tizi Ouzou,Souk-El-Tenine,III
15,Tizi Ouzou,Tadmait,III
15,Tizi Ouzou,Tigzirt,III
15,Tizi Ouzou,Tigzirt,IIb
15,Tizi Ouzou,Timizart,III
15,Tizi Ouzou,Timizart,IIb
15,Tizi Ouzou,Tirmitine,III
15,Tizi Ouzou,Tizi N'tleta,III
15,Tizi Ouzou,Tizi N'tleta,IIa
15,Tizi Ouzou,Tizi-Gheniff,III
15,Tizi Ouzou,Tizi-Ouzou,III
15,Tizi Ouzou,Tizi-Rached,III
15,Tizi Ouzou,Yakourene,III
15,Tizi Ouzou,Yakourene,IIb
15,Tizi Ouzou,Yatafene,III
15,Tizi Ouzou,Zekri,III
16,Alger,Ain Benian,III
16,Alger,Ain Taya,III
16,Alger,Alger Centre,III
16,Alger,Bab El Oued,III
16,Alger,Bab Ezzouar,III
16,Alger,Baba Hassen,III
16,Alger,Bachedjerah,III
16,Alger,Baraki,III
16,Alger,Ben Aknoun,III
16,Alger,Beni Messous,III
16,Alger,Bir Mourad Rais,III
16,Alger,Bir Touta,III
16,Alger,Birkhadem,III
16,Alger,Bologhine Ibnou Ziri,III
16,Alger,Bordj El Bahri,III
16,Alger,Bordj El Kiffan,III
16,Alger,Bourouba,III
16,Alger,Bouzareah,III
16,Alger,Casbah,III
16,Alger,Cheraga,III
16,Alger,Dar El Beida,III
16,Alger,Dely Ibrahim,III
16,Alger,Djasr Kasentina,III
16,Alger,Douira,III
16,Alger,Draria,III
16,Alger,El Achour,III
16,Alger,El Biar,III
16,Alger,El Harrach,III
16,Alger,El Madania,III
16,Alger,El Magharia,III
16,Alger,El Marsa,III
16,Alger,El Mouradia,III
16,Alger,Hammamet,III
16,Alger,Herraoua,III
16,Alger,Hussein Dey,III
16,Alger,Hydra,III
16,Alger,Khraissia,III
16,Alger,Kouba,III
16,Alger,Les Eucalyptus,III
16,Alger,Maalma,III
16,Alger,Mohamed Belouzdad,III
16,Alger,Mohammadia,III
16,Alger,Oued Koriche,III
16,Alger,Oued Smar,III
16,Alger,Ouled Chebel,III
16,Alger,Ouled Fayet,III
16,Alger,Rahmania,III
16,Alger,Rais Hamidou,III
16,Alger,Reghaia,III
16,Alger,Rouiba,III
16,Alger,Sehaoula,III
16,Alger,Sidi M'hamed,III
16,Alger,Sidi Moussa,III
16,Alger,Souidania,III
16,Alger,Staoueli,III
16,Alger,Tessala El Merdja,III
16,Alger,Zeralda,III
17,Djelfa,Ain Chouhada,I
17,Djelfa,Ain El Ibel,I
17,Djelfa,Ain Fekka,I
17,Djelfa,Ain Maabed,I
17,Djelfa,Ain Oussera,I
17,Djelfa,Amourah,I
17,Djelfa,Benhar,I
17,Djelfa,Benyagoub,I
17,Djelfa,Birine,I
17,Djelfa,Bouira Lahdab,I
17,Djelfa,Charef,I
17,Djelfa,Dar Chioukh,I
17,Djelfa,Deldoul,I
17,Djelfa,Djelfa,I
17,Djelfa,Douis,I
17,Djelfa,El Guedid,I
17,Djelfa,El Idrissia,I
17,Djelfa,El Khemis,I
17,Djelfa,Faidh El Botma,I
17,Djelfa,Guernini,I
17,Djelfa,Guettara,I
17,Djelfa,Had Sahary,I
17,Djelfa,Hassi Bahbah,I
17,Djelfa,Hassi El Euch,I
17,Djelfa,Hassi Fedoul,I
17,Djelfa,M'liliha,I
17,Djelfa,Messaad,I
17,Djelfa,Moudjebara,I
17,Djelfa,Oum Laadham,I
17,Djelfa,Sed Rahal,I
17,Djelfa,Selmana,I
17,Djelfa,Sidi Baizid,I
17,Djelfa,Sidi Laadjel,I
17,Djelfa,Taadmit,I
17,Djelfa,Zaafrane,I
17,Djelfa,Zaccar,I
18,Jijel,Bordj T'har,IIa
18,Jijel,Boudria Beniyadjis,IIa
18,Jijel,Bouraoui Belhadef,IIa
18,Jijel,Boussif Ouled Askeur,IIa
18,Jijel,Chahna,IIa
18,Jijel,Chekfa,IIa
18,Jijel,Djemaa Beni Habibi,IIa
18,Jijel,Djimla,IIa
18,Jijel,El Ancer,IIa
18,Jijel,El Aouana,IIa
18,Jijel,El Kennar Nouchfi,IIa
18,Jijel,El Milia,IIa
18,Jijel,Emir Abdelkader,IIa
18,Jijel,Erraguene Souissi,IIa
18,Jijel,Ghebala,IIa
18,Jijel,Jijel,IIa
18,Jijel,Kaous,IIa
18,Jijel,Khiri Oued Adjoul,IIa
18,Jijel,Oudjana,IIa
18,Jijel,Ouled Rabah,IIa
18,Jijel,Ouled Yahia Khadrouch,IIa
18,Jijel,Selma Benziada,IIa
18,Jijel,Settara,IIa
18,Jijel,Sidi Abdelaziz,IIa
18,Jijel,Sidi Marouf,IIa
18,Jijel,Taher,IIa
18,Jijel,Texenna,IIa
18,Jijel,Ziama Mansouriah,IIa
19,Sétif,Ain Abessa,IIa
19,Sétif,Ain Arnat,IIa
19,Sétif,Ain Azel,IIa
19,Sétif,Ain El Kebira,IIa
19,Sétif,Ain Lahdjar,IIa
19,Sétif,Ain Oulmene,IIa
19,Sétif,Ain-Legradj,IIa
19,Sétif,Ain-Roua,IIa
19,Sétif,Ain-Sebt,IIa
19,Sétif,Ait Naoual Mezada,IIa
19,Sétif,Ait-Tizi,IIa
19,Sétif,Amoucha,IIa
19,Sétif,Babor,IIa
19,Sétif,Bazer-Sakra,IIa
19,Sétif,Beidha Bordj,IIa
19,Sétif,Bellaa,IIa
19,Sétif,Beni Chebana,IIa
19,Sétif,Beni Fouda,IIa
19,Sétif,Beni Ourtilane,IIa
19,Sétif,Beni Oussine,IIa
19,Sétif,Beni-Aziz,IIa
19,Sétif,Beni-Mouhli,IIa
19,Sétif,Bir Haddada,IIa
19,Sétif,Bir-El-Arch,IIa
19,Sétif,Bouandas,IIa
19,Sétif,Bougaa,IIa
19,Sétif,Bousselam,IIa
19,Sétif,Boutaleb,IIa
19,Sétif,Dehamcha,IIa
19,Sétif,Djemila,IIa
19,Sétif,Draa-Kebila,IIa
19,Sétif,El Eulma,IIa
19,Sétif,El Ouricia,IIa
19,Sétif,El-Ouldja,IIa
19,Sétif,Guellal,IIa
19,Sétif,Guelta Zerka,IIa
19,Sétif,Guenzet,IIa
19,Sétif,Guidjel,IIa
19,Sétif,Hamam Soukhna,IIa
19,Sétif,Hamma,IIa
19,Sétif,Hammam Guergour,IIa
19,Sétif,Harbil,IIa
19,Sétif,Kasr El Abtal,IIa
19,Sétif,Maaouia,IIa
19,Sétif,Maouaklane,IIa
19,Sétif,Mezloug,IIa
19,Sétif,Oued El Bared,IIa
19,Sétif,Ouled Addouane,IIa
19,Sétif,Ouled Sabor,IIa
19,Sétif,Ouled Si Ahmed,IIa
19,Sétif,Ouled Tebben,IIa
19,Sétif,Rosfa,IIa
19,Sétif,Salah Bey,IIa
19,Sétif,Serdj-El-Ghoul,IIa
19,Sétif,Setif,IIa
19,Sétif,Tachouda,IIa
19,Sétif,Tala-Ifacene,IIa
19,Sétif,Taya,IIa
19,Sétif,Tella,IIa
19,Sétif,Tizi N'bechar,IIa
20,Saïda,Ain El Hadjar,I
20,Saïda,Ain Sekhouna,I
20,Saïda,Ain Soltane,I
20,Saïda,Doui Thabet,I
20,Saïda,El Hassasna,I
20,Saïda,Hounet,I
20,Saïda,Maamora,I
20,Saïda,Moulay Larbi,I
20,Saïda,Ouled Brahim,I
20,Saïda,Ouled Khaled,I
20,Saïda,Saida,I
20,Saïda,Sidi Ahmed,I
20,Saïda,Sidi Amar,I
20,Saïda,Sidi Boubekeur,I
20,Saïda,Tircine,I
20,Saïda,Youb,I
21,Skikda,Ain Bouziane,IIa
21,Skikda,Ain Charchar,IIa
21,Skikda,Ain Kechra,IIa
21,Skikda,Ain Zouit,IIa
21,Skikda,Azzaba,IIa
21,Skikda,Bekkouche Lakhdar,IIa
21,Skikda,Ben Azzouz,IIa
21,Skikda,Beni Bechir,IIa
21,Skikda,Beni Oulbane,IIa
21,Skikda,Beni Zid,IIa
21,Skikda,Bin El Ouiden,IIa
21,Skikda,Bouchetata,IIa
21,Skikda,Cheraia,IIa
21,Skikda,Collo,IIa
21,Skikda,Djendel Saadi Mohamed,IIa
21,Skikda,El Arrouch,IIa
21,Skikda,El Ghedir,IIa
21,Skikda,El Hadaiek,IIa
21,Skikda,El Marsa,IIa
21,Skikda,Emjez Edchich,IIa
21,Skikda,Es Sebt,IIa
21,Skikda,Filfila,IIa
21,Skikda,Hammadi Krouma,IIa
21,Skikda,Kanoua,IIa
21,Skikda,Kerkara,IIa
21,Skikda,Khenag Maoune,IIa
21,Skikda,Oued Zhour,IIa
21,Skikda,Ouldja Boulbalout,IIa
21,Skikda,Ouled Attia,IIa
21,Skikda,Ouled Habbaba,IIa
21,Skikda,Oum Toub,IIa
21,Skikda,Ramdane Djamel,IIa
21,Skikda,Salah Bouchaour,IIa
21,Skikda,Sidi Mezghiche,IIa
21,Skikda,Skikda,IIa
21,Skikda,Tamalous,IIa
21,Skikda,Zerdezas,IIa
21,Skikda,Zitouna,IIa
22,Sidi Bel Abbès,Ain El Berd,I
22,Sidi Bel Abbès,Ain Kada,I
22,Sidi Bel Abbès,Ain Thrid,I
22,Sidi Bel Abbès,Ain Tindamine,I
22,Sidi Bel Abbès,Ain- Adden,I
22,Sidi Bel Abbès,Amarnas,I
22,Sidi Bel Abbès,Bedrabine El Mokrani,I
22,Sidi Bel Abbès,Belarbi,I
22,Sidi Bel Abbès,Ben Badis,I
22,Sidi Bel Abbès,Benachiba Chelia,I
22,Sidi Bel Abbès,Bir El Hammam,I
22,Sidi Bel Abbès,Boudjebaa El Bordj,I
22,Sidi Bel Abbès,Boukhanefis,I
22,Sidi Bel Abbès,Chetouane Belaila,I
22,Sidi Bel Abbès,Dhaya,I
22,Sidi Bel Abbès,El Hacaiba,I
22,Sidi Bel Abbès,Hassi Dahou,I
22,Sidi Bel Abbès,Hassi Zahana,I
22,Sidi Bel Abbès,Lamtar,I
22,Sidi Bel Abbès,M'cid,I
